"contact_id","company_id","issue_id","specialization_id","contact_date","recontact_date","contact_status","communication_note"
999,524,91,39,2026-06-02,2026-06-15,NO_RESPONSE,sit amet diam in magna bibendum
707,94,66,55,2024-04-24,2024-05-08,REJECTED,in felis donec semper sapien a libero nam
718,508,55,37,2023-05-19,2023-05-27,REJECTED,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean
40,471,95,60,2026-09-30,2026-10-13,REJECTED,potenti in eleifend quam a odio in hac habitasse
721,115,57,64,2023-07-31,2023-08-10,REJECTED,dui vel sem sed sagittis nam congue risus semper porta volutpat quam
726,497,19,17,2020-05-19,2020-06-02,REJECTED,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus
1018,952,57,35,2023-07-31,2023-08-10,NO_RESPONSE,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
1040,932,45,64,2022-07-23,2022-08-03,REJECTED,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
1065,661,45,35,2022-07-20,2022-07-29,REJECTED,justo in hac habitasse platea dictumst etiam
71,235,94,30,2026-08-11,2026-08-19,REJECTED,justo sollicitudin ut suscipit a
1032,929,7,6,2019-05-26,2019-06-04,NO_RESPONSE,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
1045,422,63,3,2024-01-30,2024-02-07,NO_RESPONSE,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam
1051,627,21,8,2020-07-27,2020-08-04,NO_RESPONSE,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
1053,244,64,26,2024-02-09,2024-02-16,NO_RESPONSE,suscipit ligula in lacus curabitur at
1057,999,23,23,2020-09-16,2020-09-24,NO_RESPONSE,diam cras pellentesque volutpat dui maecenas tristique est et
1058,259,61,25,2023-11-19,2023-12-03,NO_RESPONSE,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
1059,448,93,64,2026-07-11,2026-07-18,NO_RESPONSE,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
1060,720,93,14,2026-07-31,2026-08-09,NO_RESPONSE,morbi vel lectus in quam fringilla rhoncus mauris enim leo
1067,284,36,61,2021-10-24,2021-11-02,NO_RESPONSE,at nibh in hac habitasse platea dictumst
1070,753,45,64,2022-07-22,2022-08-02,NO_RESPONSE,arcu sed augue aliquam erat volutpat in congue
1071,3,47,17,2022-09-18,2022-09-29,NO_RESPONSE,ligula in lacus curabitur at
1073,906,70,59,2024-08-28,2024-09-05,NO_RESPONSE,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
1075,124,73,32,2024-11-14,2024-11-25,NO_RESPONSE,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
1078,595,61,25,2023-11-18,2023-12-02,NO_RESPONSE,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
1079,417,15,56,2020-01-14,2020-01-24,NO_RESPONSE,posuere cubilia curae nulla dapibus dolor vel est
1080,43,30,55,2021-04-30,2021-05-13,NO_RESPONSE,accumsan tellus nisi eu orci mauris lacinia sapien quis libero
1157,76,54,55,2023-04-18,2023-04-30,NO_RESPONSE,nisl duis bibendum felis sed interdum venenatis turpis enim
1159,612,22,17,2020-09-01,2020-09-12,NO_RESPONSE,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
1163,737,62,38,2023-12-18,2024-01-01,NO_RESPONSE,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas
1164,891,3,53,2019-01-28,2019-02-09,NO_RESPONSE,sapien varius ut blandit non interdum
1170,392,82,59,2025-08-17,2025-08-27,NO_RESPONSE,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui
66,298,29,17,2021-03-19,,REJECTED,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
73,700,28,25,2021-02-14,,REJECTED,morbi odio odio elementum eu
3099,271,60,61,2023-10-31,,ACCEPTED,
3100,110,21,53,2020-07-31,,ACCEPTED,
3101,523,5,4,2019-03-31,,ACCEPTED,
3102,470,32,2,2021-06-30,,ACCEPTED,
3103,285,72,10,2024-10-31,,ACCEPTED,
3104,382,1,12,2018-11-30,,ACCEPTED,
3105,615,23,3,2020-09-30,,ACCEPTED,
3106,141,13,26,2019-11-30,,ACCEPTED,
3107,470,32,2,2021-06-30,,ACCEPTED,
3108,924,55,39,2023-05-31,,ACCEPTED,
3109,149,55,56,2023-05-31,,ACCEPTED,
3110,72,23,15,2020-09-30,,ACCEPTED,
3111,111,55,37,2023-05-31,,ACCEPTED,
3112,689,37,9,2021-11-30,,ACCEPTED,
3113,993,25,52,2020-11-30,,ACCEPTED,
3114,547,57,14,2023-07-31,,ACCEPTED,
3115,436,54,5,2023-04-30,,ACCEPTED,
727,466,14,14,2019-12-22,2020-01-01,REJECTED,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at
79,847,28,49,2021-02-12,2021-02-22,REJECTED,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
734,777,1,12,2018-11-13,2018-11-22,REJECTED,eu nibh quisque id justo sit amet sapien
739,945,30,26,2021-04-19,2021-04-28,REJECTED,sem fusce consequat nulla nisl nunc nisl
742,970,20,5,2020-06-17,2020-07-01,REJECTED,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
83,247,68,60,2024-06-20,2024-06-28,NO_RESPONSE,dui proin leo odio porttitor id consequat in consequat ut nulla sed
86,78,55,38,2023-05-16,2023-05-28,NO_RESPONSE,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in
1172,927,20,55,2020-06-29,2020-07-10,NO_RESPONSE,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
756,413,79,37,2025-05-12,2025-05-21,REJECTED,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
766,293,36,61,2021-10-23,2021-10-31,REJECTED,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
772,441,8,51,2019-06-24,2019-07-04,REJECTED,pellentesque ultrices phasellus id sapien in sapien
1184,589,24,10,2020-10-22,2020-11-03,NO_RESPONSE,nullam molestie nibh in lectus pellentesque at nulla
1187,217,25,11,2020-12-03,2020-12-12,NO_RESPONSE,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla
779,952,57,35,2023-07-18,2023-07-27,REJECTED,sit amet sem fusce consequat nulla nisl
789,925,48,61,2022-10-12,2022-10-25,REJECTED,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien
1191,353,73,62,2024-11-30,2024-12-10,NO_RESPONSE,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
791,236,50,4,2022-12-27,2023-01-05,REJECTED,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
1204,878,58,30,2023-08-29,2023-09-11,REJECTED,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce
1194,614,66,28,2024-04-18,2024-04-26,NO_RESPONSE,convallis nunc proin at turpis a pede posuere
1222,346,51,3,2023-01-18,2023-01-29,REJECTED,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
1208,308,43,7,2022-05-22,2022-05-30,NO_RESPONSE,erat tortor sollicitudin mi sit amet lobortis sapien sapien
1212,210,38,51,2021-12-18,2021-12-31,NO_RESPONSE,rhoncus mauris enim leo rhoncus sed vestibulum sit amet
1219,715,85,49,2025-11-19,2025-11-30,NO_RESPONSE,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius
1221,170,64,26,2024-03-02,2024-03-10,NO_RESPONSE,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
1226,315,26,26,2020-12-29,2021-01-11,NO_RESPONSE,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
1228,17,37,9,2021-11-21,2021-11-28,NO_RESPONSE,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit
1240,620,86,2,2025-12-29,2026-01-10,NO_RESPONSE,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque
3116,924,55,39,2023-05-31,,ACCEPTED,
77,325,95,24,2026-09-15,,REJECTED,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
80,169,91,38,2026-06-03,,REJECTED,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum
81,665,72,10,2024-10-31,,REJECTED,neque aenean auctor gravida sem praesent id massa id nisl venenatis
88,289,12,31,2019-10-29,,REJECTED,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
3117,822,41,27,2022-03-31,,ACCEPTED,
3118,749,39,2,2022-01-31,,ACCEPTED,
3119,244,14,14,2019-12-31,,ACCEPTED,
3120,718,30,57,2021-04-30,,ACCEPTED,
3121,620,4,23,2019-02-28,,ACCEPTED,
3122,676,83,60,2025-09-30,,ACCEPTED,
3123,461,61,49,2023-11-30,,ACCEPTED,
3124,801,16,30,2020-02-29,,ACCEPTED,
3125,631,11,7,2019-09-30,,ACCEPTED,
3126,787,48,61,2022-10-31,,ACCEPTED,
3127,819,79,6,2025-05-31,,ACCEPTED,
3128,15,58,30,2023-08-31,,ACCEPTED,
3129,994,72,10,2024-10-31,,ACCEPTED,
3130,483,72,10,2024-10-31,,ACCEPTED,
803,462,54,26,2023-04-18,2023-04-29,REJECTED,magna vulputate luctus cum sociis
96,347,64,53,2024-02-18,2024-02-27,REJECTED,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
45,427,20,55,2020-07-03,2020-07-17,REJECTED,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio
1264,609,36,31,2021-10-24,2021-11-03,REJECTED,ipsum aliquam non mauris morbi non
46,892,42,51,2022-04-23,2022-05-01,REJECTED,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
49,397,26,56,2020-12-27,2021-01-10,REJECTED,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea
97,449,31,6,2021-05-30,2021-06-13,NO_RESPONSE,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
100,620,86,2,2025-12-30,2026-01-09,NO_RESPONSE,non interdum in ante vestibulum ante
54,33,54,55,2023-04-17,2023-04-25,REJECTED,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque
210,296,29,59,2021-03-27,2021-04-07,REJECTED,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis
819,854,34,53,2021-08-17,2021-08-27,REJECTED,a odio in hac habitasse platea dictumst maecenas ut
1217,646,5,56,2019-03-20,2019-04-02,NO_RESPONSE,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante
827,816,15,39,2020-02-03,2020-02-15,REJECTED,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec
1262,116,61,49,2023-11-24,2023-12-05,NO_RESPONSE,mauris lacinia sapien quis libero nullam sit
828,282,45,35,2022-07-14,2022-07-25,REJECTED,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula
1269,978,59,23,2023-10-03,2023-10-12,NO_RESPONSE,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
839,608,7,49,2019-06-02,2019-06-14,REJECTED,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis
1271,708,7,38,2019-05-11,2019-05-21,NO_RESPONSE,mi nulla ac enim in tempor turpis nec
1272,905,85,1,2025-11-12,2025-11-21,NO_RESPONSE,dolor quis odio consequat varius integer
92,771,92,55,2026-06-18,2026-06-29,REJECTED,luctus nec molestie sed justo pellentesque viverra
1266,457,17,27,2020-03-30,2020-04-07,REJECTED,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat
1279,159,2,35,2018-12-26,2019-01-06,REJECTED,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
1278,908,90,28,2026-05-02,2026-05-11,NO_RESPONSE,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
1285,310,54,57,2023-04-11,2023-04-24,REJECTED,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
1327,433,33,14,2021-07-30,2021-08-09,REJECTED,sit amet justo morbi ut odio
1338,420,36,31,2021-10-29,2021-11-12,REJECTED,erat fermentum justo nec condimentum neque
1294,667,14,35,2019-12-31,2020-01-12,NO_RESPONSE,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
1295,265,71,9,2024-09-12,2024-09-26,NO_RESPONSE,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
1305,595,61,25,2023-11-16,2023-11-23,NO_RESPONSE,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
812,190,94,30,2026-08-26,2026-09-03,REJECTED,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
1310,699,96,31,2026-10-23,2026-10-31,NO_RESPONSE,mus etiam vel augue vestibulum
1320,346,51,3,2023-01-17,2023-01-30,NO_RESPONSE,lorem ipsum dolor sit amet consectetuer adipiscing elit
1321,437,14,14,2019-12-18,2019-12-29,NO_RESPONSE,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
3131,145,71,24,2024-09-30,,ACCEPTED,
89,787,20,28,2020-07-01,,REJECTED,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
1326,154,10,30,2019-09-02,2019-09-10,NO_RESPONSE,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
1333,709,36,61,2021-10-28,2021-11-08,NO_RESPONSE,justo morbi ut odio cras mi pede
1340,214,6,5,2019-04-30,2019-05-12,NO_RESPONSE,tempus vel pede morbi porttitor lorem
1344,887,35,55,2021-09-29,2021-10-10,NO_RESPONSE,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla
3132,30,4,23,2019-02-28,,ACCEPTED,
3133,839,36,61,2021-10-31,,ACCEPTED,
3134,656,9,50,2019-07-31,,ACCEPTED,
3135,575,57,14,2023-07-31,,ACCEPTED,
3136,247,46,15,2022-08-31,,ACCEPTED,
3137,128,77,27,2025-03-31,,ACCEPTED,
3138,795,48,10,2022-10-31,,ACCEPTED,
3139,747,51,3,2023-01-31,,ACCEPTED,
3140,996,81,64,2025-07-31,,ACCEPTED,
3141,737,72,10,2024-10-31,,ACCEPTED,
3142,603,26,26,2020-12-31,,ACCEPTED,
3143,79,41,8,2022-03-31,,ACCEPTED,
3144,65,77,27,2025-03-31,,ACCEPTED,
3145,982,62,50,2023-12-31,,ACCEPTED,
3146,130,50,37,2022-12-31,,ACCEPTED,
3147,846,60,10,2023-10-31,,ACCEPTED,
3148,597,14,14,2019-12-31,,ACCEPTED,
3149,867,77,4,2025-03-31,,ACCEPTED,
1382,423,96,61,2026-10-08,2026-10-17,REJECTED,consequat metus sapien ut nunc
102,747,83,24,2025-09-26,2025-10-04,NO_RESPONSE,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
109,257,74,38,2024-12-24,2025-01-05,NO_RESPONSE,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit
112,610,86,39,2025-12-27,2026-01-06,NO_RESPONSE,suscipit nulla elit ac nulla sed vel enim sit
846,486,35,24,2021-09-18,2021-09-25,REJECTED,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
848,839,74,39,2024-12-25,2025-01-04,REJECTED,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi
118,941,95,60,2026-09-12,2026-09-24,NO_RESPONSE,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et
1347,967,68,29,2024-06-20,2024-07-03,NO_RESPONSE,est congue elementum in hac habitasse platea dictumst
851,177,33,35,2021-08-03,2021-08-12,REJECTED,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
1352,240,37,9,2021-11-11,2021-11-21,NO_RESPONSE,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
865,611,6,28,2019-04-15,2019-04-29,REJECTED,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
1361,508,55,37,2023-05-14,2023-05-24,NO_RESPONSE,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
1362,439,40,37,2022-02-14,2022-02-26,NO_RESPONSE,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
1365,287,52,12,2023-02-10,2023-02-17,NO_RESPONSE,nullam orci pede venenatis non sodales sed tincidunt
866,308,43,7,2022-05-15,2022-05-25,REJECTED,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
867,533,34,53,2021-08-20,2021-08-28,REJECTED,elit proin risus praesent lectus vestibulum quam sapien
1370,337,19,50,2020-05-13,2020-05-20,NO_RESPONSE,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
1380,905,85,1,2025-11-21,2025-12-01,NO_RESPONSE,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac
1406,234,94,59,2026-08-12,2026-08-20,REJECTED,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
1389,495,13,59,2019-11-14,2019-11-23,NO_RESPONSE,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in
1393,676,91,56,2026-05-22,2026-06-05,NO_RESPONSE,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
1402,89,36,61,2021-10-19,2021-10-31,NO_RESPONSE,ac diam cras pellentesque volutpat dui maecenas tristique est
1414,602,6,28,2019-04-12,2019-04-22,NO_RESPONSE,faucibus orci luctus et ultrices posuere cubilia
103,505,23,55,2020-09-15,,REJECTED,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
3150,963,23,24,2020-09-30,,ACCEPTED,
104,426,15,39,2020-01-16,,REJECTED,id massa id nisl venenatis lacinia
105,689,53,54,2023-03-16,,REJECTED,venenatis turpis enim blandit mi
550,596,78,28,2025-04-28,,REJECTED,et ultrices posuere cubilia curae mauris viverra diam
3151,205,3,11,2019-01-31,,ACCEPTED,
3152,678,46,59,2022-08-31,,ACCEPTED,
3153,35,26,26,2020-12-31,,ACCEPTED,
3154,955,9,16,2019-07-31,,ACCEPTED,
3155,898,66,28,2024-04-30,,ACCEPTED,
3156,575,57,14,2023-07-31,,ACCEPTED,
3157,138,55,39,2023-05-31,,ACCEPTED,
3158,409,34,16,2021-08-31,,ACCEPTED,
3159,784,62,37,2023-12-31,,ACCEPTED,
3160,43,75,51,2025-01-31,,ACCEPTED,
3161,413,71,55,2024-09-30,,ACCEPTED,
3162,557,77,54,2025-03-31,,ACCEPTED,
3163,989,54,28,2023-04-30,,ACCEPTED,
3164,213,1,33,2018-11-30,,ACCEPTED,
3165,131,29,59,2021-03-31,,ACCEPTED,
3166,145,71,24,2024-09-30,,ACCEPTED,
3167,462,6,28,2019-04-30,,ACCEPTED,
3168,549,7,49,2019-05-31,,ACCEPTED,
3169,476,7,38,2019-05-31,,ACCEPTED,
3170,231,25,36,2020-11-30,,ACCEPTED,
3171,600,82,30,2025-08-31,,ACCEPTED,
3172,756,70,8,2024-08-31,,ACCEPTED,
120,368,30,57,2021-04-18,2021-05-01,NO_RESPONSE,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
121,227,1,33,2018-11-21,2018-12-05,NO_RESPONSE,eleifend donec ut dolor morbi vel lectus in quam fringilla
868,255,61,25,2023-11-20,2023-12-03,REJECTED,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
1438,316,53,27,2023-03-23,2023-03-31,REJECTED,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est
620,867,29,17,2021-03-20,2021-04-02,NO_RESPONSE,sed ante vivamus tortor duis
1418,154,10,30,2019-08-27,2019-09-08,NO_RESPONSE,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
